date,donee,donee_url,description,program_area,focus,amount
03/1993,Grassroots International,http://www.grassrootsonline.org,To support the Haiti Emergency Human Rights Program.,International Human Rights,,"$25,000"
03/1993,Human Rights Watch,http://www.hrw.org,To support Asia Watch’s activities in Thailand.,International Human Rights,,"$15,000"
03/1993,Manomet Center for Conservation Sciences,,To study the effects of industrial forest management on migratory birds in Maine’s Northern Forest.,Environment,,"$60,000"
03/1993,Monterey Institute of International Studies,http://http://cns.miis.edu,To build cadres of nonproliferation specialists in the former Soviet Union.,Disarmament,,"$100,000"
03/1993,National Black Women’s Health Project,,To support the Public Education and Policy Office.,Reproductive Health,,"$40,000"
03/1993,Opportunity International,,,,,"$25,000"
03/1993,Planned Parenthood Federation of America,http://www.plannedparenthood.org,To support litigation on behalf of reproductive rights and health services.,Reproductive Health,,"$35,000"
03/1993,Search for Common Ground,,To support the Security  Working Group of the Initiative for Peace and Cooperation in the Middle East.,Disarmament,,"$30,000"
03/1993,Snake River Alliance Education Fund,http://www.snakeriveralliance.org,To oppose nuclear weapons production in Idaho.,Disarmament,,"$20,000"
03/1993,Wisconsin Project on Nuclear Arms Control,,To advocate improved nuclear export controls.,Disarmament,,"$100,000"
03/1993,Environmental and Energy Study Institute,http://www.eesi.org,To educate new members of Congress about domestic and global environmental issues.,Environment,,"$25,000"
02/1993,Civil Liberties Organisation,,To promote human rights in Nigeria through the Legal Resources Programme.,International Human Rights,,"$40,000"
02/1993,Council for a Livable World Education Fund,http://http://www.clw.org/ef,To support the Conventional Arms Transfers Project.,Disarmament,,"$30,000"
02/1993,Human Rights First,http://www.humanrightsfirst.org,To support the feasibility study for creating an internatioanl institution for conflict monitoring.,International Human Rights,,"$10,000"
01/1993,American Farmland Trust,http://http://www.farmland.org,To facilitate acquisition of the Southern Acres Farm for use as a sustainable agriculture demonstration project.,Environment,,"$25,000"
01/1993,Appalachian Mountain Club,http://www.outdoors.org,To build capability within each state and throughout New England to counter anti-environmentalists.,Environment,,"$85,000"
01/1993,Columbia University Center for the Study of Human Rights,http://www.columbia.edu/cu/humanrights/,To support the Human Rights Advocates training program.,International Human Rights,,"$43,000"
01/1993,Equipo Argentino de Antropologia Forense,,To use forensic techniques to demonstrate human rights abuses.,International Human Rights,,"$25,000"
01/1993,Fair Trade Campaign,,To support the grassroots research and education campaign on the environmental implications of trade agreements.,Environment,,"$50,000"
01/1993,Feminist Majority Foundation,http://www.feminist.org,To support the campaign on RU486 and contraceptive research.,Reproductive Health,,"$25,000"
01/1993,Harvard University Department of Anthropology,,"To conduct research and training in rainforest ecology, conservation and management in Gunung Palung National Park in Indonesia.",Environment,,"$43,000"
01/1993,Planned Parenthood of Central and Northern Arizona,,To train local reproductive rights advocates in selected states.,Reproductive Health,,"$50,000"
01/1993,Princeton University,,"To support research on fuel cell technology, which could be used to power low-emission, energy-efficient vehicles.",Environment,,"$285,000"
01/1993,Rainforest Alliance,,To conserve tropical forests by creating market incentives for the adoption of environmentally sound timber harvesting practices.,Environment,,"$25,000"
01/1993,World Policy Institute,,To promote the control of the international arms trade.,Disarmament,,"$25,000"
01/1993,Institute for Agriculture and Trade Policy,http://www.iatp.org,To support the Citizens Campaign on Trade.,Environment,,"$50,000"
01/1993,Princeton University Center for Energy and Environmental Studies,,"To support research on fuel cell technology, which could be used to generate low-emission and efficient energy.",Environment,,"$285,000"
01/1993,Trade Research Consortium,,"To provide research and documentation on the environmental impacts of trade to grassroots organizers, researchers and educators.",Environment,,"$35,000"
01/1993,Conservation Law Foundation,http://www.clf.org,To collaborate with the Foundation for International Environmental Law and Development in promoting increased energy efficiency and demand-side management programs in the United Kingdom and the European Community.,Environment,,"$150,000"
01/1993,Environmental Grantmakers Association,http://www.ega.org,Continued general support for this association of environmental foundations.,Environment,,$600
12/1992,Merck Forest & Farmland Center,http://www.merckforest.org,To support conservation and environmental educational activities in Vermont.,Environment,,"$30,000"
12/1992,Human Rights First,http://www.humanrightsfirst.org,To support the Africa Program.,International Human Rights,,"$45,000"
12/1992,Human Rights Watch,http://www.hrw.org,To support the Committee’s work to release imprisoned Chinese dissidents.,International Human Rights,,"$25,000"
12/1992,Human Rights Watch,http://www.hrw.org,To work on behalf of human rights in areas of conflict.,International Human Rights,,"$50,000"
12/1992,Population Action International,,"To encourage contraceptive development, including the production of materials that will be publicized.",Reproductive Health,,"$30,000"
12/1992,Human Rights First,http://www.humanrightsfirst.org,"To study the feasibility of establishing an international agency for monitoring civil and regional wars, and documenting the effects of conflict on civilian populations.",International Human Rights,,"$10,000"
12/1992,Environmental Data Research Institute,,To publish “Environmental Grantmaking Foundations 1993.”,Environment,,$500
12/1992,Population Services International,,"To support the Women’s Protection Project, which will develop marketing campaigns for condom purchase and use that are directed at women.",Reproductive Health,,"$25,000"
12/1992,Sierra Club Foundation,http://www.sierraclub.org,To support the work of the Sierra Club’s Senior Trade Fellow.,Environment,,"$25,000"
12/1992,Physicians for Human Rights,http://www.phrusa.org,To send a team of forensic scientists to Bosnia under United Nations auspices to examine the remains of those killed in mass executions.,International Human Rights,,"$15,000"
11/1992,Human Rights Watch,http://www.hrw.org,To promote human rights in Argentina.,International Human Rights,,"$25,000"
11/1992,Foundation for International Environmental Law and Development,,To support the collaboration with Conservation Law Foundation to promote the implementation of energy efficiency programs in Europe.,Environment,,"$100,000"
11/1992,Instituto Mexicano de Investigacion de Familia y Poblacion,,To demonstrate public support for sex education programs in Mexico’s schools.,Reproductive Health,,"$25,000"
11/1992,Academy of Natural Sciences,,To support the development of a database that will enable professional wood users to consider environmental critera when making wood selections.,Environment,,"$60,000"
11/1992,British American Security Information Council,http://http://www.igc.apc.org/basic/,To promote European restraints on conventional weapons sales and dispersion of nuclear technologies.,Disarmament,,"$35,000"
11/1992,Corporacion de Salud y Politicas Sociales,,To promote reproductive health and rights in Chile.,Reproductive Health,,"$25,000"
11/1992,Environmental Defense Fund,http://www.edf.org,To support the joint project with the National Audubon Society on property rights law.,Environment,,"$50,000"
11/1992,Harvard Institute of International Development,,To develop the biological and economic bases for sustainable management of tropical forests in Asia.,Environment,,"$75,000"
11/1992,National Abortion Federation,http://www.prochoice.org,To reverse the drastic declines in abortion providers that are eroding availability of services.,Reproductive Health,,"$50,000"
11/1992,Natural Resources Defense Council,http://www.nrdc.org,To build environmental safeguards in international trade agreements.,Environment,,"$50,000"
11/1992,Population Resource Center,,To provide information relating to population growth and family planning to new members of Congress.,Reproductive Health,,"$50,000"
11/1992,Search for Common Ground,,To develop an organizing model for the common ground approach to the abortion debate.,Reproductive Health,,"$26,000"
10/1992,Planned Parenthood of Central and Northern Arizona,,To support educational programs relating to reproductive rights.,Reproductive Health,,"$25,000"
10/1992,Human Rights Watch,http://www.hrw.org,To support Chinese human rights activist Han Dongfang and his wife during their stay for medical treatment in the United States.,International Human Rights,,"$3,000"
09/1992,Legal Momentum,http://www.legalmomentum.org,To support the Agenda for Choice Project.,Reproductive Health,,"$30,000"
09/1992,Consultative Group on Biological Diversity,http://www.cgbd.org,General support of this self-directed consortium of foundations that works to promote and improve grantmaking in biodiversity among its members.,Environment,,"$12,000"
09/1992,Consultative Group on Biological Diversity,http://www.cgbd.org,To research and public a report on the potential environmental impacts of the growing globalization of trade and of the international agreements being negotiated to regulate world trade.,Environment,,"$5,000"
09/1992,University of Puerto Rico/Saludpromujer,,To promote the advocacy of health professionals in Puerto Rico on the issue of abortion.,Reproductive Health,,"$17,000"
09/1992,Vermont Land Trust,http://www.vlt.org,To support the land trust estate planning workshop.,Environment,,"$1,500"
09/1992,Citizen Alert,http://www.igc.org/citizenalert,To support grassroots efforts to oppose the Department of Energy’s nuclear weapons testing program and to force improvements in the federal agency’s cleanup and disposal of nuclear waste at Nevada sites.,Disarmament,,"$25,000"
09/1992,Citizens’ Nuclear Information Center,,"To publicize Japanese plans to transport plutonium from France by alerting countries on the potential overseas routes to the security, safety and nuclear proliferation dangers of the shipments.",Disarmament,,"$30,000"
09/1992,Federation of American Scientists Fund,http://www.fas.org,To support publication and distribution of the “Arms Sales Monitor.”,Disarmament,,"$15,000"
09/1992,National Council of Negro Women,,To provide a strong African American women’s presence in the pro-choice movement.,Reproductive Health,,"$25,000"
09/1992,Reproductive Health Technologies Project,http://www.rhtp.org,To enable Eastern Europeans to attend the international meeting on antiprogestins in Frankfurt.,Reproductive Health,,"$10,000"
09/1992,Women of Color Reproductive Health Forum,,To support the Community Speaker’s Bureau.,Reproductive Health,,"$20,000"
09/1992,Canadian Committee to Protect Journalists,,To support the international freedom of expression clearinghouse and action alert network.,International Human Rights,,"$40,000"
09/1992,Advocates for Youth,http://www.advocatesforyouth.org,To initiate a pilot project in three states that combines legislator education and local leadership training aimed at improving reproductive health care for adolescents.,Reproductive Health,,"$50,000"
09/1992,American Academy of Arts and Sciences,,To support a conference in Ukraine on regional environmental protection arrangements.,Environment,,"$5,000"
09/1992,Appalachian Mountain Club,http://www.outdoors.org,Regional response to the Property Rights/Me Firsters Movement.,Environment,,"$65,000"
09/1992,Grassroots International,http://www.grassrootsonline.org,To support the Haiti Emergency Human Rights Program.,International Human Rights,,"$35,000"
09/1992,Women’s Issues Network Foundation,,To disseminate a documentary about RU486 and the politics of abortion.,Reproductive Health,,"$25,000"
09/1992,Synergos Foundation,,,,,"$20,000"
06/1992,"Center for the American Woman and Politics, Rutgers University",,To conduct analysis and public education on the abortion rights issue in the 1992 elections.,Reproductive Health,,"$30,000"
06/1992,Human Rights in China,http://www.HRIChina.org,To uncover human rights violations and support human rights activists in China.,International Human Rights,,"$25,000"
06/1992,Center for Reproductive Rights,http://www.reproductiverights.org,To support the litigation and public education programs.,Reproductive Health,,"$15,000"
06/1992,Reproductive Health Technologies Project,http://www.rhtp.org,To develop an international network of RU486 advocates.,Reproductive Health,,"$35,000"
06/1992,Foundation for International Environmental Law and Development,,Supplemental grant for work with the Association of Small Island States on global warming abatement.,Environment,,"$13,500"
06/1992,Fund for Peace,,To provide small amounts of seed funding to emerging human rights organizations in Sudan; and to enable expatriate Sudanese and representatives from international human rights organizations to attend the Cairo workshop.,International Human Rights,,"$35,000"
06/1992,Global Fund for Women,,To support the seed grant programs to promote women’s rights and economy autonomy for women.,Reproductive Health,,"$30,000"
06/1992,International Institute for Energy Conservation,,"To promote energy efficiency in Southeast Asia through the Bangkok, Thailand, office.",Environment,,"$40,000"
06/1992,Ipas,http://www.ipas.org,To institute safe abortion policy in Nigeria.,Reproductive Health,,"$30,000"
06/1992,National Coalition for Haitian Rights,,To establish the new office in Port-au-Prince.,International Human Rights,,"$25,000"
06/1992,Political Research Associates,,To support the Wise Use Project.,Environment,,"$4,000"
06/1992,Vermont Land Trust,http://www.vlt.org,To create an additional legal staff position at Vermont Land Trust.,Environment,,"$150,000"
06/1992,Advocates for Youth,http://www.advocatesforyouth.org,To reduce the incidence of teenage pregnancies in Latin America and sub-Saharan Africa by providing technical assistance and seed grants to local organizations.,Reproductive Health,,"$50,000"
06/1992,Center for Constitutional Rights,,"To support the Filartiga Litigation Project, challenging human rights abusers from using the United States as a refuge.",International Human Rights,,"$20,000"
05/1992,National Committee on United States-China Relations,,To support a human rights study tour for a Chinese delegation.,International Human Rights,,"$10,000"
05/1992,Center for Reproductive Rights,http://www.reproductiverights.org,To conduct litigation to advance reproductive rights both in the United States and aborad.,Reproductive Health,,"$50,000"
05/1992,Centro de Estudios Legales y Sociales,http://www.cels.org.ar,To support the Civil Rights Violations Documentation Project.,International Human Rights,,"$25,000"
05/1992,Human Rights Internet,http://http://www.hri.ca,To provide technical and organizational assistance to human rights nongovernmental organizations in Africa.,International Human Rights,,"$70,000"
05/1992,Manomet Center for Conservation Sciences,,"By working cooperatively with several large paper companies, to develop a model for long-term management of Maine’s Northern Forest that will attempt to reverse the decline of neotropical birds in the Northeast from habitat loss.",Environment,,"$28,000"
05/1992,Nautilus Institute for Security and Sustainable Development,http://http://www.nautilus.org,To conduct an Asia-Pacific regional workshop on the international regime for ballistic missiles.,Disarmament,,"$30,000"
05/1992,"United Methodist Church, Women’s Division",,To provide an informational clearinghouse on East Timor.,International Human Rights,,"$20,000"
05/1992,Massachusetts Institute of Technology Defense and Arms Control Studies Program,,To develop a technically derived policy analysis of US deployment of a ballistic missile defense system.,Disarmament,,"$35,000"
05/1992,Project on Government Oversight,,"To provide general support for investigations of fraud, waste and abuse of power in the federal government.",Disarmament,,"$20,000"
05/1992,Alliance for Nuclear Accountability,http://www.ananuclear.org,To support the national coalition of grassroots organizations that focuses on preventing further nuclear weapons production and forcing cleanup of radioactive and toxic contamination at Department of Energy sites across the country.,Disarmament,,"$25,000"
05/1992,American Association for the Advancement of Science,,To conduct a training program for Guatemalan medical students and human rights organizations in the application of forensic sciences to human rights investigations.,International Human Rights,,"$25,000"
05/1992,Columbia University Center for Population and Family Health,,"To study the feasibility of establishing an international, reproductive rights monitoring network.",Reproductive Health,,"$50,000"
05/1992,Energy Foundation,http://www.ef.org,"To produce a study analyzing the job creation potential of an aggressive, national program for installing energy efficient technologies in existing residential and commercial buildings.",Environment,,"$25,000"
05/1992,Energy Research Foundation,,"To support research, education and litigation seeking to prevent further nuclear weapons production a the Department of Energy’s Savannah River complex in South Carolina.",Disarmament,,"$20,000"
05/1992,Georgia Tech Foundation,,To produce videotaped messages from world leaders about the urgent need for environmental protection.,Environment,,"$10,000"
05/1992,Institute for Science and International Security,http://www.isis-online.org,"To provide scientific and technical assistance to threshold nuclear states like Argentina, Brazil, India and Pakistan in developing nonproliferation regimes.",Disarmament,,"$40,000"
05/1992,Nuclear Control Institute,http://http://www.nci.org/nci/,To provide general support for public policy and educational initiatives aimed at promoting nuclear nonproliferation.,Disarmament,,"$100,000"
05/1992,Physicians for Human Rights,http://www.phrusa.org,To create a full-time fundraising position; and to provide general support to ongoing program.,International Human Rights,,"$60,000"
05/1992,Polish PEN Club,,To conduct public lectures and debates on the transition to democracy and institutionalizing human rights in Poland.,International Human Rights,,"$15,000"
05/1992,University of Sao Paulo,,To conduct research and policy analysis on the social factors underlying human rights violations in Brazil.,International Human Rights,,"$20,000"
04/1992,Centre for Development and Population Activities,,To provide specialized training for young women in developing countries on adolescent reproductive health.,Reproductive Health,,"$50,000"
04/1992,Cornell University,,Research on the role of nitric oxide in childhood hypoxic-ischemic injury.,Developmental Disabilities,John Merck Scholars I Program,"$240,000"
04/1992,Johns Hopkins University School of Medicine,,Research on mammalian central nervous system development.,Developmental Disabilities,John Merck Scholars I Program,"$240,000"
04/1992,"University of California, San Francisco",,"Research on the characterization of the structure and function of Tes-1, a homeobox-containing gene expressed in the embryonic forebrain.",Developmental Disabilities,John Merck Scholars I Program,"$240,000"
04/1992,Pace University School of Law,,To develop methods for accurately reflecting the costs to the environment from burning fossil fuels and for instituting a tax on industrial carbon dioxide emissions to finance global warming abatement.,Environment,,"$35,000"
03/1992,U.S. Committee for Refugees,http://www.refugees.org,"To fund on-site research and reporting on the continued exodus of Burmese refugees, particularly to Bangladesh.",International Human Rights,,"$15,000"
03/1992,Carnegie Endowment for International Peace,http://www.ceip.org,To enable four key individuals to attend the Carnegie Endowment’s upcoming international nonproliferation conference.,Disarmament,,"$9,480"
03/1992,Human Rights Watch,http://www.hrw.org,To support Helsinki Watch’s project to build an indigenous human rights presence in selected republics of the former Soviet Union.,International Human Rights,,"$35,000"
03/1992,Ipas,http://www.ipas.org,To assist in the development of policies ensuring safe abortions in Kenya.,Reproductive Health,,"$15,500"
03/1992,Search for Common Ground,,To support the Security Working Group component of the Initiative for Peace and Cooperation in the Middle East.,Disarmament,,"$30,000"
03/1992,U.S. Committee for Refugees,http://www.refugees.org,To support a fact-finding mission to Burma and Thailand.,International Human Rights,,"$17,500"
03/1992,Wisconsin Project on Nuclear Arms Control,,To support work on nuclear nonproliferation and export controls.,Disarmament,,"$50,000"
03/1992,B’Tselem,,To support documentation and public education activities in regard to human rights violations in the Occupied Territories.,International Human Rights,,"$25,000"
03/1992,Foundation for International Environmental Law and Development,,To study the feasibility of a formal collaboration with the Conservation Law Foundation of New England to promote energy efficiency programs in Europe.,Environment,,"$25,700"
03/1992,Haitian Lawyers Committee,,To support paralegal staff salaries and training seminars.,International Human Rights,,"$25,000"
03/1992,Human Rights Watch,http://www.hrw.org,To support the Committee to End the Chinese Gulag.,International Human Rights,,"$25,000"
03/1992,Institute for Agriculture and Trade Policy,http://www.iatp.org,To support the Citizens Campaign on Trade.,Environment,,"$50,000"
01/1992,Ashoka,,To support Ashoka Fellows working in the family planning and reproductive health fellows.,Reproductive Health,,"$49,700"
01/1992,Citizens’ Nuclear Information Center,,To  hold an international conference for nuclear experts on Japan’s looming plutonium program.,Disarmament,,"$20,000"
01/1992,Feminist Majority Foundation,http://www.feminist.org,To support the Campaign for RU486 and  Contraceptive Research.,Reproductive Health,,"$25,000"
01/1992,Harvard University Department of Anthropology,,To conduct a research and training project at Gunung Palung National Park in Indonesia.,Environment,,"$56,000"
01/1992,Human Rights First,http://www.humanrightsfirst.org,To support the Latin America Program.,International Human Rights,,"$45,000"
01/1992,International Energy Initiative,,To promote energy efficiency strategies in the developing world.,Environment,,"$100,000"
01/1992,Minnesota Advocates for Human Rights,,"To support the African legal fellowship project, to provide direct legal assistance to the African Commission on Human and Peoples’ Rights.",International Human Rights,,"$20,000"
01/1992,Monterey Institute of International Studies,http://http://cns.miis.edu,"Supplemental grant for a broadened nonproliferation training program that will include participants from Belarus, Kazakhstan and Ukraine",Disarmament,,"$20,000"
01/1992,Natural Resources Defense Council,http://www.nrdc.org,To develop dismantlement procedures for nuclear warheads in the former Soviet Union.,Disarmament,,"$35,000"
01/1992,Natural Resources Defense Council,http://www.nrdc.org,To halt plans for the new tritium reactor at Savannah River.,Disarmament,,"$50,000"
01/1992,Peace Research Institute Frankfurt,http://http://www.rz.uni-frankfurt.de/hsfk,To promote productive European involvement in nuclear nonproliferation activities.,Disarmament,,"$150,000"
01/1992,RARE Center for Tropical Conservation,,To establish a regional center for training ecotourism guides from Latin America.,Environment,,"$25,000"
01/1992,Civil Liberties Organisation,,To promote human rights in Nigeria.,International Human Rights,,"$25,000"
01/1992,Environmental Grantmakers Association,http://www.ega.org,General support for this association of environmental foundations.,Environment,,$600
12/1991,Coalition of Labor Union Women,,To educate and stimulate labor union members to take a more active part in promoting reproductive rights.,Reproductive Health,,"$25,000"
12/1991,Merck Forest & Farmland Center,http://www.merckforest.org,To support conservation and environmental educational activities in Vermont.,Environment,,"$30,000"
12/1991,Rocky Mountain Institute,,To support the Energy Efficiency Program.,Environment,,"$25,000"
12/1991,Cathedral Church of St. John the Divine,,To mobilize the American religious community for action on behalf of the planet’s environment.,Environment,,"$25,000"
12/1991,Catholics For a Free Choice,,To support the Mexico activities of the Latin American Program.,Reproductive Health,,"$40,000"
12/1991,Friends of the Earth,http://www.foe.org,To conduct educational activities aimed at preventing further destruction of the ozone layer.,Environment,,"$30,000"
12/1991,Fund for Peace,,To conduct a series of workshops on human rights in the Horn of Africa.,International Human Rights,,"$40,000"
12/1991,Human Rights Watch,http://www.hrw.org,To respond to unforeseen human rights emergencies around the world.,International Human Rights,,"$50,000"
12/1991,International Human Rights Internship Program,,To provide training and internships for human rights activists around the world.,International Human Rights,,"$35,000"
12/1991,International Women’s Health Coalition,,To support the Latin America Program.,Reproductive Health,,"$60,000"
12/1991,Planned Parenthood Federation of America,http://www.plannedparenthood.org,To support the Public Impact Litigation Program.,Reproductive Health,,"$25,000"
12/1991,United Nations Association of the USA,http://www.unausa.org,To support a series of quadrilateral discussions on proliferation and security issues in the Asia-Pacific region.,Disarmament,,"$90,000"
12/1991,British American Security Information Council,http://http://www.igc.apc.org/basic/,To promote European restraints on conventional weapons and dispersion of nuclear technologies.,Disarmament,,"$35,000"
12/1991,Centre for Development and Population Activities,,To develop leaders and activists for women’s reproductive health in the developing world.,Reproductive Health,,"$50,000"
12/1991,Columbia University Center for the Study of Human Rights,http://www.columbia.edu/cu/humanrights/,To support the fellowship program for foreign human rights advocates.,International Human Rights,,"$35,000"
12/1991,Global Fund for Women,,"To offer leadership, technical and issues training in reproductive health and women’s empowerment to promising mid-level professionals from developing countries.",Reproductive Health,,"$61,500"
12/1991,Harvard Institute of International Development,,To continue field research leading to policies for sustainable management of Southeast Asian forests with high levels of biodiversity.,Environment,,"$77,500"
12/1991,National Toxic Campaign Fund,,To support the Military Toxics Project.,Disarmament,,"$100,000"
12/1991,Planned Parenthood of Central and Northern Arizona,,"To revise, publish and distribute Public Impact Campaign workbooks to family planning and abortion providers throughout the country.",Reproductive Health,,"$50,000"
12/1991,Population Action International,,To publish and distribute a study on the global impact of the Mexico City Policy on abortion services.,Reproductive Health,,"$40,000"
12/1991,National Whistleblower Center,http://www.whistleblowers.org,To conduct litigation on behalf of whistleblowers at Department of Energy weapons production facilities.,Disarmament,,"$25,000"
12/1991,Massachusetts Institute of Technology Defense and Arms Control Studies Program,,"To convene a meeting in Washington, DC, for members of the Israeli Knesset who have asked for a briefing by nuclear nonproliferation specialists.",Disarmament,,"$12,000"
12/1991,State of Vermont,,To provide assistance to distrressed farmers and their families and to preserve the viability of Vermont’s agricultural areas.,Environment,,"$25,000"
12/1991,Enersol Associates,,To provide technicall training and small loans for installation and servicing of photovoltaic systems for electrification of rural areas in the Caribbean and Latin America.,Environment,,"$50,000"
12/1991,NARAL Pro-Choice America Foundation,http://www.ProChoiceAmerica.org,To conduct a public education campaign on preventing the need for abortion by improving access to contraceptives and family planning education.,Reproductive Health,,"$25,000"
11/1991,Programme for Promoting Nuclear Non-Proliferation,,To assist government representatives in preparing for conferences concerning the Nuclear Non-Proliferation Treaty.,Disarmament,,"$90,000"
09/1991,Atlantic Council of the United States,,To strengthen the nonproliferation role of the International Atomic Energy Agency.,Disarmament,,"$80,000"
09/1991,Centre Haitien des Droits et Libertes (CHADEL),,"To employ new human rights monitors for the provinces outside of Port-au-Prince, Haiti.",International Human Rights,,"$25,000"
09/1991,Columbia University Office of the Dean,,To establish an undergraduate human rights curriculum.,International Human Rights,,"$10,000"
09/1991,Federation of American Scientists Fund,http://www.fas.org,To support publication and distribution of the “Arms Sales Monitor.”,Disarmament,,"$10,000"
09/1991,Fund for Peace,,To provide technical assistance to the African Commission on Human and People’s Rights that will strengthen its capability to fulfill its mandate; and to foster human rights publications in Africa.,International Human Rights,,"$45,000"
09/1991,Planned Parenthood Federation of America,http://www.plannedparenthood.org,To support the reproductive rights litigation program.,Reproductive Health,,"$50,000"
09/1991,Foundation for International Environmental Law and Development,,To make legal advice available to small island developing countries during the negotiation of a climate change convention.,Environment,,"$11,500"
08/1991,Human Rights Watch,http://www.hrw.org,To provide emergency support for a threatened Chinese human rights advocate.,International Human Rights,,"$12,000"
08/1991,Carnegie Endowment for International Peace,http://www.ceip.org,To study the mechanisms for restraining the international trade in conventional arms.,Disarmament,,"$16,000"
08/1991,China Information Center,,To support the democratization movement in China.,International Human Rights,,"$10,000"
08/1991,Harvard Law School Human Rights Program,,To continue Gibson Kamau Kuria’s advocacy of human rights in Kenya during his tenure as a Human Rights Fellow at Harvard Law School.,International Human Rights,,"$10,000"
08/1991,International Human Rights Internship Program,,To support a human rights internship for Kenyan attorney Kiraitu Murungi.,International Human Rights,,"$10,000"
08/1991,National Council of Negro Women,,To broaden the reproductive health agenda for women of color.,Reproductive Health,,"$20,000"
08/1991,National Lawyers Guild Foundation,,To support the Harvard Student Commission on Civilian Casualties.,International Human Rights,,"$25,000"
08/1991,Oxfam America,,To evaluate Oxfam’s economic development and environmental sustainability projects in the Amazon.,Environment,,"$100,000"
08/1991,Physicians for Human Rights,http://www.phrusa.org,To engage the Management Assistance Group to assist in organizational development.,International Human Rights,,"$25,000"
08/1991,The Population Council,,To support the RU486 user acceptability study that will be conducted in China.,Reproductive Health,,"$91,000"
07/1991,Henry L. Stimson Center,http://www.stimson.org,To support the task force on Middle East arms transfers.,Disarmament,,"$20,000"
07/1991,Human Rights in China,http://www.HRIChina.org,To promote human rights in China.,International Human Rights,,"$20,000"
07/1991,International Institute for Energy Conservation,,"To support the establishment of the Santiago, Chile, office and the Private Sector Initiatives Project.",Environment,,"$150,000"
07/1991,Investor Responsibility Research Center,,To complete and disseminate a study of corporate practices that affect tropical rainforests.,Environment,,"$10,000"
07/1991,Ipas,http://www.ipas.org,To implement a safe abortion policy in Nigeria.,Reproductive Health,,"$30,000"
07/1991,Lawyers Alliance for World Security,,To conduct legal analysis and educational activities relating to the renewal of the Nuclear Non-Proliferation Treaty in 1995.,Disarmament,,"$25,000"
06/1991,African-American Institute,,To support Liberia Watch activities on behalf of human rights.,International Human Rights,,"$10,000"
06/1991,Carnegie Endowment for International Peace,http://www.ceip.org,"To abate nuclear tensions between North and South Korea, and to create an international computer network for nonproliferation specialists.",Disarmament,,"$100,000"
06/1991,Charter 77 Foundation,,To support projects designed to assist democratization in Czechoslovakia.,International Human Rights,,"$20,000"
06/1991,Columbia University Center for Population and Family Health,,To support the Development Law and Policy Program.,Reproductive Health,,"$37,500"
06/1991,Communications Consortium,,To support the Reproductive Rights Media Strategies Project.,Reproductive Health,,"$36,000"
06/1991,Conservation Law Foundation,http://www.clf.org,To require the Department of Commerce to develop a plan for reversing the decline of Georges bank food fisheries.,Environment,,"$50,000"
06/1991,Defense Budget Project,,To promote lower defense budgets in the 1990s.,Disarmament,,"$25,000"
06/1991,Legal Momentum,http://www.legalmomentum.org,To support the Operation Rescue Litigation Program.,Reproductive Health,,"$30,000"
06/1991,Physicians for Human Rights,http://www.phrusa.org,To respond to the human rights problems left in the wake of the Persian Gulf War.,International Human Rights,,"$6,000"
06/1991,Planned Parenthood Federation of America,http://www.plannedparenthood.org,To support public education on reproductive rights.,Reproductive Health,,"$50,000"
06/1991,Sierra Club Legal Defense Fund,,To strengthen the legal connections between international human rights law and environmental protection.,,,"$40,000"
06/1991,Social Science Research Council,,,,,"$20,000"
06/1991,U.S. Committee for Refugees,http://www.refugees.org,To support the Refugee Emergency Response Project.,International Human Rights,,"$80,000"
06/1991,University of Minnesota Human Rights Center,http://www.umn.edu/humanrts,To support human rights internships for promising foreign law students.,International Human Rights,,"$26,000"
06/1991,University of Pennsylvania Medical Center Department of Obstetrics and Gynecology,,To provide prenatal care and pregnancy prevention services to teens.,Reproductive Health,,"$25,000"
06/1991,Green Seal,,To support the educational program on the environmental impacts of tissue paper and motor oil products.,Environment,,"$25,000"
06/1991,Advocates for Youth,http://www.advocatesforyouth.org,To expand educational programs to reduce the adolescent pregnancy rate in sub-Saharan Africa.,Reproductive Health,,"$50,000"
06/1991,Center for Constitutional Rights,,To support the litigation program that employs the Filartiga legal precedent on behalf of international human rights.,International Human Rights,,"$20,000"
06/1991,Massachusetts Institute of Technology Defense and Arms Control Studies Program,,To develop and promulgate proposals for nuclear arms control agreements in the Middle East.,Disarmament,,"$25,000"
05/1991,Mediators Foundation,,To support the Partners project.,Disarmament,,"$20,000"
05/1991,Centre for Development and Population Activities,,To cover tuition and travel expenses of a family planning specialist to participate in its Women in Management workshop.,Reproductive Health,,"$8,200"
05/1991,Columbia University Human Rights Internship Program,,To support fellowships in international human rights.,International Human Rights,,"$160,000"
05/1991,Dartmouth College Thayer School of Engineering,,To conduct research on the conversion of cellulosic biomass to ethanol fuel.,Environment,,"$75,000"
05/1991,Population Action International,,To support an expanded research project on organizations opposing birth control.,Reproductive Health,,"$13,000"
05/1991,Women of Color Reproductive Health Forum,,To support the reproductive health education project.,Reproductive Health,,"$20,000"
04/1991,"University of California, San Francisco",,"To support research by Gregory MacDonald, MD.",Developmental Disabilities,John Merck Scholars I Program,"$120,000"
03/1991,American Council for an Energy Efficient Economy,http://www.aceee.org,To advise and staff the new energy efficiency centers in Warsaw and Prague.,Environment,,"$25,000"
03/1991,Catholics For a Free Choice,,To promote reproductive rights in Eastern Europe.,Reproductive Health,,"$43,775"
